Formula              ✕,Band gap              ✕,2D plasma frequency (x)              ✕,2D plasma frequency (y)              ✕,Band gap (G₀W₀)              ✕,Band gap (HSE06)              ✕,"Conduction band effective mass, direction 1              ✕","Conduction band effective mass, direction 2              ✕",Cond. band minimum              ✕,Conduction band minimum (G₀W₀)              ✕,Conduction band minimum (HSE06)              ✕,Dir. band gap              ✕,Direct band gap (G₀W₀)              ✕,Direct band gap (HSE06)              ✕,Dir. gap wo. soc.              ✕,Exc. bind. energy              ✕,Gap wo. soc.              ✕,Phonon dynamic stability (low/high)              ✕,Thermodynamic stability level              ✕,Energy              ✕,Vacuum level              ✕,"Valence band effective mass, direction 1              ✕","Valence band effective mass, direction 2              ✕",Val. band maximum              ✕,Valence band maximum (G₀W₀)              ✕,Valence band maximum (HSE06)              ✕,Work function (avg. if finite dipole)              ✕,First class material              ✕,Calculator              ✕,Anisotropic exchange (out-of-plane)              ✕,Area of unit-cell              ✕,Topology              ✕,Crystal type              ✕,DOS at ef              ✕,DOS at ef no soc.              ✕,Energy above convex hull              ✕,Fermi level              ✕,Heat of formation              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>x</sub>)              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>y</sub>)              ✕,Magnetic easy axis              ✕,Magnetic moment              ✕,Magnetic state              ✕,Material class              ✕,Material has inversion symmetry              ✕,Magnetic              ✕,Material unique ID              ✕,Maximum force              ✕,Maximum stress              ✕,Maximum value of S_z at magnetic sites              ✕,Minimum eigenvalue of Hessian              ✕,Monolayer reported DOI              ✕,Nearest neighbor exchange coupling              ✕,Charge              ✕,Number of atoms              ✕,Number of nearest neighbors              ✕,n-spins              ✕,Out-of-plane dipole along +z axis              ✕,Path to collection folder              ✕,PBC              ✕,Point group              ✕,Unique ID              ✕,Related COD id              ✕,Related ICSD id              ✕,Single-ion anisotropy (out-of-plane)              ✕,"Soc. total energy, x-direction              ✕","Soc. total energy, y-direction              ✕","Soc. total energy, z-direction              ✕",Space group              ✕,Space group number              ✕,Speed of sound (x)              ✕,Speed of sound (y)              ✕,Static interband polarizability (x)              ✕,Static interband polarizability (y)              ✕,Static interband polarizability (z)              ✕,Static lattice polarizability (x)              ✕,Static lattice polarizability (y)              ✕,Static lattice polarizability (z)              ✕,Static total polarizability (x)              ✕,Static total polarizability (y)              ✕,Static total polarizability (z)              ✕,Stiffness dynamic stability (low/high)              ✕,"Stiffness tensor, 11-component              ✕","Stiffness tensor, 12-component              ✕","Stiffness tensor, 13-component              ✕","Stiffness tensor, 21-component              ✕","Stiffness tensor, 22-component              ✕","Stiffness tensor, 23-component              ✕","Stiffness tensor, 31-component              ✕","Stiffness tensor, 32-component              ✕","Stiffness tensor, 33-component              ✕",Stoichiometry              ✕,Mass              ✕,Age              ✕,ID              ✕,Unique identifier              ✕,Username              ✕,Vacuum level difference              ✕,Volume              ✕
Ag2S2,0.962,0.000,0.000,-,1.557,0.407,2.391,-2.895,-,-2.938,1.355,-,1.891,1.364,1.187,0.968,high,1,-13.582,2.343,-7.698,-0.327,-3.856,-,-4.495,5.718,True,unknown,-,21.78,-,AB-10-bdm,0.0,0.0,0.119,-3.375,0.063,0.0,0.0,z,-,NM,-,True,False,ca95bca41f95e7741eb4364950020e6e,-,-,-,-0.000,-,-,0.0,4,-,1,-0.0,tree/AB/AgS/Ag2S2-ca95bca41f95,TTF,2/m,7df673c25dd9e286b56473c565411d99,-,-,-,0.0,0.0,0.0,P2/m,10,3589.091,1958.785,4.557,2.091,0.284,0.649,0.020,0.002,5.206,2.111,0.286,high,27.485,3.52,0.0,3.951,8.186,-0.0,0.0,0.0,4.885,AB,279.856,6w,3823,Ag2S2-ca95bca41f95,cmr,-0.0,380.91
AlSb,1.507,0.000,0.000,2.558,1.996,-1.265,-1.265,-1.481,-1.267,-1.254,1.564,2.558,2.028,1.63,0.787,1.53,low,1,-7.55,2.012,-0.705,-0.657,-2.987,-3.825,-3.251,4.246,True,unknown,-,16.717,-,AB-156-bc,0.0,0.0,0.475,-2.234,0.297,0.0,0.0,z,-,NM,-,False,False,1734deee2ac1cbbc4e6d7a76ff5c28da,0.008,0.000,-,-0.080,-,-,0.0,2,-,1,-0.06,tree/AB/AlSb/AlSb-1734deee2ac1,TTF,3m,79212d9e8f0c45db038dad2a14e914a4,-,-,-,0.0,0.0,0.0,P3m1,156,5136.411,5133.636,4.005,4.005,0.258,0.741,0.736,0.012,4.746,4.741,0.270,high,38.98,14.189,-0.001,14.476,38.938,0.0,0.0,0.0,25.262,AB,148.742,6w,3824,AlSb-1734deee2ac1,cmr,-0.646,261.131
Au2Cl2,0.019,0.000,0.000,-,0.777,0.175,70.543,-3.066,-,-2.931,0.019,-,0.777,0.176,-,0.176,low,1,-9.439,3.171,-0.178,34.393,-3.085,-,-3.708,6.246,True,unknown,-,16.077,Z2=1,AB-129-bc,0.0,0.0,0.296,-3.076,0.098,0.0,0.0,z,-,NM,-,True,False,0c2607fe7f56bb8ff39964105f53dfd8,-,-,-,-4.490,-,-,0.0,4,-,1,0.0,tree/AB/AuCl/Au2Cl2-0c2607fe7f56,TTF,4/mmm,4b5dc11924154dc680d51d575cbc171b,-,-,-,0.0,0.0,0.0,P4/nmm,129,4515.328,4514.922,2.757,2.757,0.416,-,-,-,-,-,-,high,97.887,44.926,0.0,45.032,97.87,0.0,-0.0,-0.0,32.128,AB,464.833,6w,3825,Au2Cl2-0c2607fe7f56,cmr,0.0,295.263
Au2Te2,0.618,0.000,0.000,-,1.067,0.243,1.090,-1.759,-,-1.623,1.253,-,1.742,1.362,0.863,0.96,high,3,-13.09,2.48,-0.576,-0.444,-2.377,-,-2.690,4.548,True,unknown,-,26.609,-,AB-10-chm,0.0,0.0,0.0,-2.068,-0.105,0.0,0.0,z,-,NM,-,True,False,d5722873666171346ab0edc454742d0d,-,-,-,-0.000,-,-,0.0,4,-,1,0.0,tree/AB/AuTe/Au2Te2-d57228736661,TTF,2/m,df807316ea14157895ce9f1d9f8119c3,-,-,-,0.0,0.0,0.0,P2/m,10,2831.344,1297.526,5.309,2.695,0.345,0.295,0.256,5.381,5.604,2.951,5.725,high,32.474,2.88,-0.0,3.263,6.82,-0.0,0.0,0.0,4.141,AB,649.133,6w,3826,Au2Te2-d57228736661,cmr,0.001,471.721
Bi2O2,0.12,0.000,0.000,1.186,1.042,-2.382,0.053,-0.736,-0.295,-0.385,0.592,1.747,1.318,1.661,0.608,0.92,high,2,-22.458,3.484,-1.506,-1.481,-0.856,-1.481,-1.427,4.28,True,unknown,-,13.693,Trivial,AB-187-hi,0.0,0.0,0.319,-0.796,-0.715,0.0,0.0,z,-,NM,-,False,False,53ac438f321b6a741f4f12207d4d7053,-,-,-,-0.000,-,-,0.0,4,-,1,0.0,tree/AB/BiO/Bi2O2-53ac438f321b,TTF,-6m2,2b0c6e38280eaa294e426949b23577be,-,-,-,0.0,0.0,0.0,P-6m2,187,4249.232,4255.955,4.054,4.054,0.466,2.899,2.898,0.018,6.953,6.952,0.483,high,98.525,94.137,0.001,94.505,98.838,0.002,-0.0,0.0,4.458,AB,449.959,6w,3827,Bi2O2-53ac438f321b,cmr,0.0,252.068
Cd2Br2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-5.922,3.038,-,-,-,-,-,5.498,True,unknown,-,19.091,-,AB-129-bc,2.519,2.551,0.453,-2.46,-0.225,0.0,0.0,z,-,NM,-,True,False,af614508cd4bdf4b2b2d3fa9ac6df14b,-,-,-,-2.689,-,-,0.0,4,-,1,-0.0,tree/AB/BrCd/Br2Cd2-af614508cd4b,TTF,4/mmm,b03c67fbc7a9f9ee6a1a1fcc34a2759b,-,-,-,0.0,0.0,0.0,P4/nmm,129,,,-,-,-,-,-,-,-,-,-,low,-87.157,88.518,-0.0,88.715,-87.3,-0.0,0.0,-0.0,2.831,AB,384.636,6w,3828,Br2Cd2-af614508cd4b,cmr,-0.0,357.642
Hg2Br2,0.193,0.154,0.595,-,0.190,0.250,0.258,-1.761,-,-1.927,0.193,-,0.190,0.0,-,0.0,low,2,-5.938,4.182,-0.243,-0.239,-1.954,-,-2.117,6.039,True,unknown,-,14.006,Z2=1,AB-164-d,0.0,0.051,0.216,-1.857,-0.249,0.0,0.0,z,-,NM,-,True,False,af8820ebee089f6576cb43c31a814ccc,-,-,-,-1.146,-,-,0.0,4,-,1,0.0,tree/AB/BrHg/Br2Hg2-af8820ebee08,TTF,-3m,ae21e4a947319f971e56847aa760c3c8,-,-,-,0.0,0.0,0.0,P-3m1,164,2069.953,2066.858,19.614,19.632,0.558,-,-,-,-,-,-,high,28.499,8.513,-0.097,8.381,28.413,-0.026,-0.18,-0.132,19.769,AB,560.992,6w,3829,Br2Hg2-af8820ebee08,cmr,0.0,264.088
Pb2Br2,0.438,0.000,0.000,-,0.582,0.413,1.422,-0.567,-,-0.414,0.508,-,0.689,0.682,-,0.512,low,2,-12.266,4.234,-0.796,-0.465,-1.005,-,-0.996,5.02,True,unknown,-,16.143,Trivial,AB-164-d,0.0,0.0,0.329,-0.786,-0.395,0.0,0.0,z,-,NM,-,True,False,8636f6ce6483b1cdbab9f6fab5c43556,-,-,-,-0.229,-,-,0.0,4,-,1,0.0,tree/AB/BrPb/Br2Pb2-8636f6ce6483,TTF,-3m,cdfcbd8aded7798f02c73e95cd150d0c,-,-,-,0.0,0.0,0.0,P-3m1,164,1924.449,1905.552,15.348,15.395,0.597,-,-,-,-,-,-,high,21.875,13.82,-0.204,13.653,21.448,-0.186,-0.048,0.021,12.79,AB,574.208,6w,3830,Br2Pb2-8636f6ce6483,cmr,0.001,304.386
Sc2Br2,0.0,5.581,5.581,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,-,2,-15.444,2.999,-,-,-,-,-,3.748,True,unknown,0.008,17.166,-,AB-129-bc,3.232,3.182,0.452,-0.749,-0.739,-0.019,-0.019,z,2.402,FM,-,True,True,8d77b902050efb12a8c0728ab8fbc2b8,-,-,0.500,-,-,82.235,0.0,4,4,2,0.0,tree/AB/BrSc/Br2Sc2-8d77b902050e,TTF,4/mmm,163222e54d2203dff9e164e74813faf1,-,-,0,-698734.728,-698734.728,-698734.748,P4/nmm,129,3186.718,3196.522,-,-,-,-,-,-,-,-,-,low,24.531,26.279,-0.0,26.242,24.683,-0.0,-0.0,-0.0,37.494,AB,249.72,6w,3831,Br2Sc2-8d77b902050e,cmr,0.0,327.889
Y2Br2,0.0,6.746,6.746,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-15.562,3.041,-,-,-,-,-,3.83,True,unknown,0.002,20.31,-,AB-129-bc,3.385,3.4,0.556,-0.789,-0.753,-0.012,-0.012,z,1.998,FM,-,True,True,852fc0d86ecbc7cb0cd8c9f6e0c85b3f,-,-,0.500,-3.183,-,46.402,0.0,4,4,2,-0.0,tree/AB/BrY/Br2Y2-852fc0d86ecb,TTF,4/mmm,5fd5d2112e5a7f587ef9cc17ae7eaf92,-,-,0,-606440.595,-606440.595,-606440.607,P4/nmm,129,2732.075,2732.074,5.808,5.808,0.386,-,-,-,-,-,-,low,20.604,24.053,-0.0,24.053,20.604,-0.0,0.0,0.0,22.723,AB,337.62,6w,3832,Br2Y2-852fc0d86ecb,cmr,-0.0,393.683
Cd2Cl2,0.0,2.479,2.645,-,0.000,-,-,-,-,-,0.0,-,0.000,0.0,-,0.0,low,3,-8.108,4.343,-,-,-,-,-,5.716,True,unknown,-,12.181,-,AB-164-d,0.161,0.653,0.167,-1.374,-0.671,0.0,0.0,z,-,NM,-,True,False,75f9115dd14e16b55898e7411be7c145,-,-,-,-0.743,-,-,0.0,4,-,1,0.0,tree/AB/CdCl/Cd2Cl2-75f9115dd14e,TTF,-3m,a1501a145bfbf1710b65466a8848b5b5,-,-,-,0.0,0.0,0.0,P-3m1,164,2909.475,2916.419,16.284,19.361,0.505,-,-,-,-,-,-,high,34.126,11.884,-0.159,11.778,34.289,-0.103,-0.09,-0.04,23.458,AB,295.728,6w,3833,Cd2Cl2-75f9115dd14e,cmr,0.0,229.683
Cs2Cl2,4.46,0.000,0.000,-,5.654,0.698,0.698,-0.005,-,0.188,4.46,-,5.654,4.511,1.829,4.511,high,3,-12.647,1.274,-1.733,-1.733,-4.465,-,-5.466,3.51,True,unknown,-,45.42,-,AB-129-bc,0.0,0.0,0.141,-2.235,-1.853,0.0,0.0,z,-,NM,-,True,False,e85b67045b23638a20c8bda7d755e2f4,-,-,-,-0.005,-,-,0.0,4,-,1,-0.0,tree/AB/ClCs/Cl2Cs2-e85b67045b23,TTF,4/mmm,cc91232f117a094eeeca0bf3ab09ccfb,-,-,-,0.0,0.0,0.0,P4/nmm,129,3305.627,3305.627,0.407,0.407,0.162,0.962,0.962,0.286,1.369,1.370,0.448,high,13.451,2.556,0.0,2.556,13.451,0.0,-0.0,-0.0,5.501,AB,336.711,6w,3834,Cl2Cs2-e85b67045b23,cmr,-0.0,903.545
K2Cl2,4.882,0.000,0.000,-,6.136,0.679,0.679,-0.353,-,-0.142,4.893,-,6.140,4.932,2.573,4.894,high,3,-13.355,1.11,-59.143,-4.328,-5.235,-,-6.278,3.904,True,unknown,-,36.401,-,AB-129-bc,0.0,0.0,0.147,-2.794,-1.836,0.0,0.0,z,-,NM,-,True,False,85e2702c201ba7cabb19665e4cc60822,-,-,-,-0.000,-,-,0.0,4,-,1,-0.0,tree/AB/ClK/Cl2K2-85e2702c201b,TTF,4/mmm,20400c51bc7e85ed48e5dfcc579ae12f,-,-,-,0.0,0.0,0.0,P4/nmm,129,4188.001,4188.031,0.337,0.337,0.154,0.646,0.646,0.230,0.983,0.984,0.384,high,11.929,1.167,0.0,1.167,11.929,0.0,-0.0,-0.0,8.083,AB,149.097,6w,3835,Cl2K2-85e2702c201b,cmr,-0.0,703.033
PbTe,0.93,0.000,0.000,2.059,1.500,0.127,0.127,-1.152,-0.906,-0.932,0.93,2.059,1.500,1.639,-,1.639,high,3,-7.41,2.554,-0.189,-0.189,-2.082,-2.965,-2.432,4.171,True,unknown,-,16.191,-,AB-156-bc,0.0,0.0,0.198,-1.617,-0.224,0.0,0.0,z,-,NM,-,False,False,3bc08d486d65e38c9a4d93097b977aba,0.006,0.000,-,-0.000,-,-,0.0,2,-,1,0.118,tree/AB/PbTe/PbTe-3bc08d486d65,TTF,3m,be1058d2f8dc614aeaa6a890c1fbc12a,-,-,-,0.0,0.0,0.0,P3m1,156,2249.134,2247.978,3.531,3.531,0.331,1.188,1.189,0.002,4.719,4.720,0.333,high,17.369,3.16,-0.038,3.14,17.352,-0.047,0.0,0.0,13.107,AB,334.8,6w,3863,PbTe-3bc08d486d65,cmr,1.324,269.9
Pt2Se2,0.0,11.320,11.323,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-19.388,4.005,-,-,-,-,-,4.823,True,unknown,-,13.488,-,AB-164-cd,3.093,3.264,0.432,-0.818,0.071,0.0,0.0,z,-,NM,-,True,False,36a8f524fcf6fa031f44e6249f60f780,-,-,-,-0.874,-,-,0.0,4,-,1,-0.0,tree/AB/PtSe/Pt2Se2-36a8f524fcf6,TTF,-3m,d1c9cda90ad95232a39383d7cf2c2571,-,-,-,0.0,0.0,0.0,P-3m1,164,2594.901,2554.769,29.082,29.111,0.721,-,-,-,-,-,-,high,45.438,43.064,-0.023,44.346,44.043,0.005,0.02,-0.034,1.954,AB,548.11,6w,3864,Pt2Se2-36a8f524fcf6,cmr,-0.0,259.265
YS2,0.0,2.076,2.078,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,-,2,-15.782,2.372,-,-,-,-,-,6.881,True,unknown,-,18.274,-,AB2-115-dg,2.839,0.396,0.8,-4.509,-0.978,0.164,0.163,x,1.000,FM,-,False,True,133aaf20a1ca85a287862e550d7b09c5,-,-,-,-,-,-,0.0,3,-,2,-0.0,tree/AB2/YS2/YS2-133aaf20a1ca,TTF,-42m,87168dee817e4ea71ae0b2733795f6d1,-,-,-,-366878.241,-366878.241,-366878.078,P-4m2,115,2901.143,2685.934,-,-,-,-,-,-,-,-,-,low,11.703,-1.201,-0.0,-1.048,10.031,0.0,0.0,0.0,-2.94,AB2,153.026,6w,3946,YS2-133aaf20a1ca,cmr,-0.0,350.353
Pt2Cl2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-14.63,3.733,-,-,-,-,-,5.886,True,unknown,-,13.825,-,AB-129-bc,2.709,2.351,0.75,-2.153,0.412,0.0,0.0,z,-,NM,-,True,False,b02319d6c4c1c0cdd2e578bd6d51d008,-,-,-,-13.140,-,-,0.0,4,-,1,0.0,tree/AB/ClPt/Cl2Pt2-b02319d6c4c1,TTF,4/mmm,4b45293321363b2219457eefb1d42575,-,-,-,0.0,0.0,0.0,P4/nmm,129,6962.253,6959.377,-,-,-,-,-,-,-,-,-,high,268.435,251.113,0.0,252.284,268.214,0.0,-0.0,-0.0,107.39,AB,461.068,6w,3836,Cl2Pt2-b02319d6c4c1,cmr,0.0,253.913
Ti2Cl2,0.0,6.288,6.288,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-20.146,3.366,-,-,-,-,-,4.082,True,unknown,-,13.5,-,AB-129-bc,1.503,1.602,0.354,-0.716,-0.799,0.0,0.0,z,-,NM,-,True,False,bb25e7c39d2ed38d9615a48b7f934150,-,-,-,-0.073,-,-,0.0,4,-,1,-0.0,tree/AB/ClTi/Cl2Ti2-bb25e7c39d2e,TTF,4/mmm,fa06d4a3187f8d3fa4f1461cef4efaf1,-,-,-,0.0,0.0,0.0,P4/nmm,129,5230.161,5231.709,11.390,11.390,0.339,-,-,-,-,-,-,high,56.069,53.334,-0.141,53.32,56.102,-0.141,-0.0,-0.0,50.914,AB,166.634,6w,3837,Cl2Ti2-bb25e7c39d2e,cmr,-0.0,252.514
Co2I2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-18.49,3.521,-,-,-,-,-,3.569,True,unknown,-1.222,15.412,-,AB-129-bc,12.342,17.648,0.323,-0.048,0.231,4.517,4.518,y,4.000,FM,-,True,True,87e7bd18d379830c9d2ddd30f605f463,-,-,1.000,-1.709,-,67.536,0.0,4,4,2,0.0,tree/AB/CoI/Co2I2-87e7bd18d379,TTF,4/mmm,ff4741e0b82f4335df729667189acea4,-,-,0.260,-144977.391,-144977.392,-144972.874,P4/nmm,129,3211.428,3230.186,-,-,-,-,-,-,-,-,-,low,41.301,1.032,0.001,0.821,41.785,0.001,0.0,0.0,-10.615,AB,371.675,6w,3838,Co2I2-87e7bd18d379,cmr,0.0,288.93
Co2Te2,0.0,7.441,7.472,-,0.000,-,-,-,-,-,0.0,-,0.000,0.0,-,0.0,high,3,-22.974,3.832,-,-,-,-,-,4.1,True,unknown,-,13.49,-,AB-164-d,2.904,2.94,0.14,-0.268,-0.027,0.0,0.0,z,-,NM,-,True,False,043e7be1d7027ed2299bd51bc1e9c63f,-,-,-,-0.000,-,-,0.0,4,-,1,0.0,tree/AB/CoTe/Co2Te2-043e7be1d702,TTF,-3m,b1253cf830ae4d50017ea4efc6a22505,-,-,-,0.0,0.0,0.0,P-3m1,164,3465.407,3473.483,39.864,39.683,0.580,-,-,-,-,-,-,high,55.147,27.969,-0.02,28.492,55.404,-0.001,-0.027,-0.026,28.773,AB,373.066,6w,3839,Co2Te2-043e7be1d702,cmr,0.0,254.371
Cu2I2,1.787,0.000,0.000,-,3.359,0.330,0.330,0.713,-,1.032,1.787,-,3.359,2.043,-,2.043,high,3,-10.974,3.466,-0.436,-0.436,-1.074,-,-2.327,3.646,True,unknown,-,15.11,-,AB-164-d,0.0,0.0,0.0,-0.18,-0.166,0.0,0.0,z,-,NM,-,True,False,ac7333c6ab943181f1fe8fb7145efc39,-,-,-,-0.000,-,-,0.0,4,-,1,0.0,tree/AB/CuI/Cu2I2-ac7333c6ab94,TTF,-3m,59d37ff4fb0f11d889ec59f01c884004,-,84217,-,0.0,0.0,0.0,P-3m1,164,3016.825,3021.32,2.601,2.594,0.462,2.364,2.364,0.889,4.965,4.958,1.351,high,38.098,16.09,0.0,16.176,38.212,0.0,-0.0,0.0,23.436,AB,380.901,6w,3840,Cu2I2-ac7333c6ab94,cmr,0.005,284.907
Fe2F2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,3,-26.547,4.697,-,-,-,-,-,6.996,True,unknown,-0.002,6.588,-,AB-164-d,2.387,2.315,0.167,-2.298,-1.323,-0.205,-0.203,z,6.653,FM,-,True,True,e1094335f015cfa2abc23322736e45e7,-,-,1.500,-0.771,-,22.120,0.0,4,9,2,-0.0,tree/AB/FFe/F2Fe2-e1094335f015,TTF,-3m,145ba05b8d72cae737c6d853d223dbde,-,-,0.086,-260515.826,-260515.827,-260516.03,P-3m1,164,,,-,-,-,-,-,-,-,-,-,low,-22.099,164.377,-1.049,164.853,-32.343,-0.822,-94.6,85.378,-223.668,AB,149.687,6w,3841,F2Fe2-e1094335f015,cmr,-0.0,124.219
Os2F2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-22.874,3.953,-,-,-,-,-,7.438,True,unknown,-,11.928,-,AB-129-bc,5.386,5.079,1.743,-3.485,0.67,0.0,0.0,z,-,NM,-,True,False,00bd077ea76c4b1bf1be00f753e19361,-,-,-,-20.910,-,-,0.0,4,-,1,0.0,tree/AB/FOs/F2Os2-00bd077ea76c,TTF,4/mmm,d3e90d4f17d445aaa98ed934915bef57,-,-,-,0.0,0.0,0.0,P4/nmm,129,,,-,-,-,-,-,-,-,-,-,low,-31.701,76.268,-0.0,76.268,-31.7,-0.0,0.0,-0.0,66.878,AB,418.457,6w,3842,F2Os2-00bd077ea76c,cmr,0.0,212.821
Sc2F2,0.0,3.335,3.339,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-22.495,3.799,-,-,-,-,-,3.819,True,unknown,-,8.967,-,AB-164-d,2.016,2.012,0.234,-0.02,-2.501,0.009,0.009,y,1.573,FM,-,True,True,7c98e693a9ea47239eb429ca6f3d31eb,-,-,-,-0.010,-,-,0.0,4,-,2,-0.0,tree/AB/FSc/F2Sc2-7c98e693a9ea,TTF,-3m,d1df0afca2fbe2bddbbbbf793a020040,-,-,-,-739478.83,-739478.83,-739478.821,P-3m1,164,5984.571,5990.179,27.483,27.651,0.405,-,-,-,-,-,-,high,84.837,35.442,-0.163,34.999,84.996,-0.086,-0.022,0.061,51.927,AB,127.909,6w,3843,F2Sc2-7c98e693a9ea,cmr,-0.002,169.074
SnTe,1.582,0.000,0.000,2.724,2.089,0.255,0.591,-0.749,-0.502,-0.592,1.752,2.998,2.386,2.125,-,1.926,high,3,-7.58,2.636,-0.192,-0.192,-2.331,-3.227,-2.680,4.176,True,unknown,-,15.079,-,AB-156-bc,0.0,0.0,0.119,-1.54,-0.159,0.0,0.0,z,-,NM,-,False,False,e688959ea45baeb337b9ab234a674417,0.004,0.000,-,-0.000,-,-,0.0,2,-,1,0.044,tree/AB/SnTe/SnTe-e688959ea45b,TTF,3m,42a7f12e3d7662bdb9cbcc3698cb16a8,-,-,-,0.0,0.0,0.0,P3m1,156,2838.983,2834.654,3.558,3.558,0.335,1.086,1.087,0.010,4.644,4.644,0.345,high,21.861,3.838,-0.059,3.864,21.795,-0.049,0.0,0.0,17.18,AB,246.31,6w,3874,SnTe-e688959ea45b,cmr,0.529,251.515
Zr2F2,0.0,7.991,7.991,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-23.529,2.877,-,-,-,-,-,4.175,True,unknown,-,15.19,-,AB-129-bc,1.026,0.92,1.03,-1.298,-1.387,0.0,0.0,z,-,NM,-,True,False,062a0b3a8c103b31dd04f3323389547b,-,-,-,-5.321,-,-,0.0,4,-,1,0.0,tree/AB/FZr/F2Zr2-062a0b3a8c10,TTF,4/mmm,202707ac52e6125b3f3f90eebdd27bda,-,-,-,0.0,0.0,0.0,P4/nmm,129,4288.074,4288.074,11.075,11.075,0.246,-,-,-,-,-,-,low,44.313,70.436,0.0,70.436,44.313,0.0,0.0,0.0,93.593,AB,220.445,6w,3844,F2Zr2-062a0b3a8c10,cmr,0.0,277.68
Fe2Te2,0.0,7.252,7.265,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-24.399,4.3,-,-,-,-,-,4.274,True,unknown,-0.546,13.399,-,AB-123-eh,3.137,2.841,0.168,0.026,0.023,9.093,9.121,y,4.932,FM,-,True,True,7b269c0fffb541bfa501f2c0bb8a6cf0,-,-,1.000,-1.811,-,55.645,0.0,4,4,2,0.0,tree/AB/FeTe/Fe2Te2-7b269c0fffb5,TTF,4/mmm,1e5ecfd4f9893567092c59e72bad962d,-,-,-6.686,-110848.644,-110848.673,-110839.552,P4/mmm,123,2820.102,2876.137,17.141,17.184,0.563,-,-,-,-,-,-,high,36.162,16.227,-0.0,14.693,37.613,-0.0,0.0,0.0,54.167,AB,366.89,6w,3845,Fe2Te2-7b269c0fffb5,cmr,0.001,236.997
Ga2Te2,1.269,0.000,0.000,-,1.836,0.193,0.722,-0.293,-,-0.088,1.321,-,1.931,1.488,-,1.385,high,3,-13.688,3.601,-5.561,-1.158,-1.563,-,-1.925,4.529,True,unknown,-,14.904,-,AB-164-cd,0.0,0.0,0.006,-0.928,-0.368,0.0,0.0,z,-,NM,-,True,False,1b0b43b113f5beffe0a197667c8c95b9,-,-,-,-0.000,-,-,0.0,4,-,1,0.0,tree/AB/GaTe/Ga2Te2-1b0b43b113f5,TTF,-3m,29909f4b9454d1a1de03da086560a255,-,-,-,0.0,0.0,0.0,P-3m1,164,3541.737,3536.88,5.627,5.600,0.569,2.120,2.121,0.010,7.748,7.720,0.579,high,55.153,9.984,0.003,10.275,55.002,0.001,0.0,-0.001,46.204,AB,394.646,6w,3846,Ga2Te2-1b0b43b113f5,cmr,0.0,310.122
Ge2Te2,0.0,8.768,8.768,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-13.941,2.348,-,-,-,-,-,4.464,True,unknown,-,33.005,-,AB-123-bd,3.968,3.593,0.469,-2.116,0.375,0.0,0.0,z,-,NM,-,True,False,8ef318b354debe6cd4a126e156b9849b,-,-,-,-3.106,-,-,0.0,4,-,1,-0.0,tree/AB/GeTe/Ge2Te2-8ef318b354de,TTF,4/mmm,a725062c8ca8aad92f3551c4a5f244e6,-,-,-,0.0,0.0,0.0,P4/mmm,123,,,13.988,13.988,0.533,-,-,-,-,-,-,low,-9.414,51.05,-0.0,51.05,-9.414,-0.0,0.0,0.0,-24.824,AB,400.46,6w,3847,Ge2Te2-8ef318b354de,cmr,-0.0,495.069
Hf2Se2,0.0,4.478,4.478,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,-,2,-24.22,4.957,-,-,-,-,-,4.601,True,unknown,0.262,11.33,-,AB-187-hi,4.291,3.546,0.614,0.356,-0.56,-0.234,-0.234,z,0.419,FM,-,False,True,5f80e2b0e33909a0a15f0d5d4cfcf585,-,-,0.500,-,-,16.708,0.0,4,1,2,-0.0,tree/AB/HfSe/Hf2Se2-5f80e2b0e339,TTF,-6m2,ea29fa3c01356a597159fb5dc1897ccd,-,-,0,-711895.939,-711895.939,-711896.173,P-6m2,187,2714.033,2742.501,13.762,13.762,0.598,-,-,-,-,-,-,high,55.591,16.009,0.028,16.528,56.763,0.029,0.0,0.0,41.828,AB,514.922,6w,3848,Hf2Se2-5f80e2b0e339,cmr,-0.0,238.193
